episode_id,start_idx,end_idx,num_steps,action_variance,action_delta_mean,action_path_length,state_path_length,length_score,action_var_score,difficulty_score_mean,rank_length_easy_to_hard,rank_action_var_easy_to_hard,rank_mean_easy_to_hard
185,22908,22972,64,3016.8447265625,11.250179290771484,708.7612915039062,656.648681640625,0.07614213197969544,0.13060120942377448,0.10337167070173496,5,14,5
186,22972,23064,92,1672.5601806640625,6.248688697814941,568.6306762695312,532.4641723632812,0.2182741116751269,0.0,0.10913705583756345,39,1,6
187,23064,23209,145,5970.8486328125,10.215689659118652,1471.059326171875,1370.5838623046875,0.4873096446700508,0.4175914035578307,0.4524505241139407,148,111,126
188,23209,23314,105,9010.931640625,11.407175064086914,1186.34619140625,1119.197265625,0.28426395939086296,0.7129444363516596,0.4986041978712613,67,187,148
189,23314,23474,160,5308.130859375,13.119767189025879,2086.04296875,1931.63818359375,0.5634517766497462,0.3532064167768344,0.4583290967132903,176,84,129
190,23474,23678,204,11965.6083984375,9.660874366760254,1961.157470703125,1836.669921875,0.7868020304568528,1.0,0.8934010152284264,202,206,206
191,23678,23837,159,6191.27978515625,9.397414207458496,1484.79150390625,1347.0419921875,0.5583756345177665,0.43900694030457615,0.4986912874111713,175,117,149
192,23837,24022,185,4813.5439453125,10.079938888549805,1854.708740234375,1723.917724609375,0.6903553299492385,0.3051558389889566,0.49775558446909757,193,54,147
193,24022,24147,125,5071.8642578125,8.016167640686035,994.0048217773438,920.542724609375,0.38578680203045684,0.33025241942214134,0.35801961072629906,109,65,86
194,24147,24242,95,6725.0302734375,12.327754974365234,1158.8089599609375,1060.9033203125,0.233502538071066,0.49086237486472917,0.3621824564678976,45,132,88
195,24242,24342,100,5138.3291015625,10.445549011230469,1034.109375,956.41748046875,0.25888324873096447,0.3367096750711756,0.29779646190107,54,74,51
196,24342,24447,105,7241.11669921875,10.217472076416016,1062.6170654296875,1008.4322509765625,0.28426395939086296,0.5410016936420474,0.41263282651645516,68,151,107
197,24447,24614,167,5131.859375,10.905301094055176,1810.280029296875,1666.3245849609375,0.5989847715736041,0.33608112204921187,0.467532946811408,183,73,131
198,24614,24739,125,6265.66796875,9.960338592529297,1235.08203125,1136.906494140625,0.38578680203045684,0.4462339717941694,0.4160103869123131,110,119,111
199,24739,24892,153,5452.21484375,13.289518356323242,2020.0068359375,1834.77734375,0.5279187817258884,0.36720460092273244,0.4475616913243104,165,92,124
200,24892,25059,167,6150.6181640625,11.671584129333496,1937.4830322265625,1821.5186767578125,0.5989847715736041,0.43505654385898895,0.5170206577162966,184,116,162
201,25059,25151,92,4535.9345703125,7.062483787536621,642.68603515625,582.4061279296875,0.2182741116751269,0.2781852692290054,0.24822969045206614,40,50,32
202,25151,25318,167,7447.92041015625,13.944234848022461,2314.742919921875,2163.67041015625,0.5989847715736041,0.5610932842536996,0.5800390279136518,185,161,179
203,25318,25468,150,3677.62744140625,8.349853515625,1244.128173828125,1141.2147216796875,0.5126903553299492,0.1947981995537487,0.35374427744184894,160,22,81
204,25468,25601,133,10873.8642578125,9.670717239379883,1276.53466796875,1206.6673583984375,0.4263959390862944,0.893933835970977,0.6601648875286357,122,203,197
205,25601,25650,49,5638.25,11.939369201660156,573.0897216796875,529.91748046875,0.0,0.38527846517693515,0.19263923258846757,1,98,23
